Maximal independent set:  [  1  2  3  4]
Maximal independent set:  [  5  6  7  8  9]
Maximal independent set:  [ 10 11 12 13 14]
  independence number = 5
MIS calculation took 408us.
clique:  [  1  8 11 16]
clique:  [  1  8 11 17]
clique:  [  1  8 11 18]
clique:  [  1  8 11 19]
clique:  [  1  8 12 15]
clique:  [  1  8 12 16]
clique:  [  1  8 12 17]
clique:  [  1  8 12 18]
clique:  [  1  8 12 19]
clique:  [  1  8 13 15]
clique:  [  1  8 13 16]
clique:  [  1  8 13 17]
clique:  [  1  8 13 18]
clique:  [  1  8 13 19]
clique:  [  1  8 14 15]
clique:  [  1  8 14 16]
clique:  [  1  8 14 17]
clique:  [  1  8 14 18]
clique:  [  1  8 14 19]
clique:  [  1  9 10 15]
clique:  [  1  9 10 16]
clique:  [  1  9 10 17]
clique:  [  1  9 10 18]
clique:  [  1  9 10 19]
clique:  [  1  9 11 15]
clique:  [  1  9 11 16]
clique:  [  1  9 11 17]
clique:  [  1  9 11 18]
clique:  [  1  9 11 19]
clique:  [  1  9 12 15]
clique:  [  1  9 12 16]
clique:  [  1  9 12 17]
clique:  [  1  9 12 18]
clique:  [  1  9 12 19]
clique:  [  1  9 13 15]
clique:  [  1  9 13 16]
clique:  [  1  9 13 17]
clique:  [  1  9 13 18]
clique:  [  1  9 13 19]
clique:  [  1  9 14 15]
clique:  [  1  9 14 16]
clique:  [  1  9 14 17]
clique:  [  1  9 14 18]
clique:  [  1  9 14 19]
clique:  [  2  5 10 15]
clique:  [  2  5 10 16]
clique:  [  2  5 10 17]
clique:  [  2  5 10 18]
clique:  [  2  5 10 19]
clique:  [  2  5 11 15]
clique:  [  2  5 11 16]
clique:  [  2  5 11 17]
clique:  [  2  5 11 18]
clique:  [  2  5 11 19]
clique:  [  2  5 12 15]
clique:  [  2  5 12 16]
clique:  [  2  5 12 17]
clique:  [  2  5 12 18]
clique:  [  2  5 12 19]
clique:  [  2  5 13 15]
clique:  [  2  5 13 16]
clique:  [  2  5 13 17]
clique:  [  2  5 13 18]
clique:  [  2  5 13 19]
clique:  [  2  5 14 15]
clique:  [  2  5 14 16]
clique:  [  2  5 14 17]
clique:  [  2  5 14 18]
clique:  [  2  5 14 19]
clique:  [  2  6 10 15]
clique:  [  2  6 10 16]
clique:  [  2  6 10 17]
clique:  [  2  6 10 18]
clique:  [  2  6 10 19]
clique:  [  2  6 11 15]
clique:  [  2  6 11 16]
clique:  [  2  6 11 17]
clique:  [  2  6 11 18]
clique:  [  2  6 11 19]
clique:  [  2  6 12 15]
clique:  [  2  6 12 16]
clique:  [  2  6 12 17]
clique:  [  2  6 12 18]
clique:  [  2  6 12 19]
clique:  [  2  6 13 15]
clique:  [  2  6 13 16]
clique:  [  2  6 13 17]
clique:  [  2  6 13 18]
clique:  [  2  6 13 19]
clique:  [  2  6 14 15]
clique:  [  2  6 14 16]
clique:  [  2  6 14 17]
clique:  [  2  6 14 18]
clique:  [  2  6 14 19]
clique:  [  2  7 10 15]
clique:  [  2  7 10 16]
clique:  [  2  7 10 17]
clique:  [  2  7 10 18]
clique:  [  2  7 10 19]
clique:  [  2  7 11 15]
clique:  [  2  7 11 16]
clique:  [  2  7 11 17]
clique:  [  2  7 11 18]
clique:  [  2  7 11 19]
clique:  [  2  7 12 15]
clique:  [  2  7 12 16]
clique:  [  2  7 12 17]
clique:  [  2  7 12 18]
clique:  [  2  7 12 19]
clique:  [  2  7 13 15]
clique:  [  2  7 13 16]
clique:  [  2  7 13 17]
clique:  [  2  7 13 18]
clique:  [  2  7 13 19]
clique:  [  2  7 14 15]
clique:  [  2  7 14 16]
clique:  [  2  7 14 17]
clique:  [  2  7 14 18]
clique:  [  2  7 14 19]
clique:  [  2  8 10 15]
clique:  [  2  8 10 16]
clique:  [  2  8 10 17]
clique:  [  2  8 10 18]
clique:  [  2  8 10 19]
clique:  [  2  8 11 15]
clique:  [  2  8 11 16]
clique:  [  2  8 11 17]
clique:  [  2  8 11 18]
clique:  [  2  8 11 19]
clique:  [  2  8 12 15]
clique:  [  2  8 12 16]
clique:  [  2  8 12 17]
clique:  [  2  8 12 18]
clique:  [  2  8 12 19]
clique:  [  2  8 13 15]
clique:  [  2  8 13 16]
clique:  [  2  8 13 17]
clique:  [  2  8 13 18]
clique:  [  2  8 13 19]
clique:  [  2  8 14 15]
clique:  [  2  8 14 16]
clique:  [  2  8 14 17]
clique:  [  2  8 14 18]
clique:  [  2  8 14 19]
clique:  [  2  9 10 15]
clique:  [  2  9 10 16]
clique:  [  2  9 10 17]
clique:  [  2  9 10 18]
clique:  [  2  9 10 19]
clique:  [  2  9 11 15]
clique:  [  2  9 11 16]
clique:  [  2  9 11 17]
clique:  [  2  9 11 18]
clique:  [  2  9 11 19]
clique:  [  2  9 12 15]
clique:  [  2  9 12 16]
clique:  [  2  9 12 17]
clique:  [  2  9 12 18]
clique:  [  2  9 12 19]
clique:  [  2  9 13 15]
clique:  [  2  9 13 16]
clique:  [  2  9 13 17]
clique:  [  2  9 13 18]
clique:  [  2  9 13 19]
clique:  [  2  9 14 15]
clique:  [  2  9 14 16]
clique:  [  2  9 14 17]
clique:  [  2  9 14 18]
clique:  [  2  9 14 19]
clique:  [  3  5 10 15]
clique:  [  3  5 10 16]
clique:  [  3  5 10 17]
clique:  [  3  5 10 18]
clique:  [  3  5 10 19]
clique:  [  3  5 11 15]
clique:  [  3  5 11 16]
clique:  [  3  5 11 17]
clique:  [  3  5 11 18]
clique:  [  3  5 11 19]
clique:  [  3  5 12 15]
clique:  [  3  5 12 16]
clique:  [  3  5 12 17]
clique:  [  3  5 12 18]
clique:  [  3  5 12 19]
clique:  [  3  5 13 15]
clique:  [  3  5 13 16]
clique:  [  3  5 13 17]
clique:  [  3  5 13 18]
clique:  [  3  5 13 19]
clique:  [  3  5 14 15]
clique:  [  3  5 14 16]
clique:  [  3  5 14 17]
clique:  [  3  5 14 18]
clique:  [  3  5 14 19]
clique:  [  3  6 10 15]
clique:  [  3  6 10 16]
clique:  [  3  6 10 17]
clique:  [  3  6 10 18]
clique:  [  3  6 10 19]
clique:  [  3  6 11 15]
clique:  [  3  6 11 16]
clique:  [  3  6 11 17]
clique:  [  3  6 11 18]
clique:  [  3  6 11 19]
clique:  [  3  6 12 15]
clique:  [  3  6 12 16]
clique:  [  3  6 12 17]
clique:  [  3  6 12 18]
clique:  [  3  6 12 19]
clique:  [  3  6 13 15]
clique:  [  3  6 13 16]
clique:  [  3  6 13 17]
clique:  [  3  6 13 18]
clique:  [  3  6 13 19]
clique:  [  3  6 14 15]
clique:  [  3  6 14 16]
clique:  [  3  6 14 17]
clique:  [  3  6 14 18]
clique:  [  3  6 14 19]
clique:  [  3  7 10 15]
clique:  [  3  7 10 16]
clique:  [  3  7 10 17]
clique:  [  3  7 10 18]
clique:  [  3  7 10 19]
clique:  [  3  7 11 15]
clique:  [  3  7 11 16]
clique:  [  3  7 11 17]
clique:  [  3  7 11 18]
clique:  [  3  7 11 19]
clique:  [  3  7 12 15]
clique:  [  3  7 12 16]
clique:  [  3  7 12 17]
clique:  [  3  7 12 18]
clique:  [  3  7 12 19]
clique:  [  3  7 13 15]
clique:  [  3  7 13 16]
clique:  [  3  7 13 17]
clique:  [  3  7 13 18]
clique:  [  3  7 13 19]
clique:  [  3  7 14 15]
clique:  [  3  7 14 16]
clique:  [  3  7 14 17]
clique:  [  3  7 14 18]
clique:  [  3  7 14 19]
clique:  [  3  8 10 15]
clique:  [  3  8 10 16]
clique:  [  3  8 10 17]
clique:  [  3  8 10 18]
clique:  [  3  8 10 19]
clique:  [  3  8 11 15]
clique:  [  3  8 11 16]
clique:  [  3  8 11 17]
clique:  [  3  8 11 18]
clique:  [  3  8 11 19]
clique:  [  3  8 12 15]
clique:  [  3  8 12 16]
clique:  [  3  8 12 17]
clique:  [  3  8 12 18]
clique:  [  3  8 12 19]
clique:  [  3  8 13 15]
clique:  [  3  8 13 16]
clique:  [  3  8 13 17]
clique:  [  3  8 13 18]
clique:  [  3  8 13 19]
clique:  [  3  8 14 15]
clique:  [  3  8 14 16]
clique:  [  3  8 14 17]
clique:  [  3  8 14 18]
clique:  [  3  8 14 19]
clique:  [  3  9 10 15]
clique:  [  3  9 10 16]
clique:  [  3  9 10 17]
clique:  [  3  9 10 18]
clique:  [  3  9 10 19]
clique:  [  3  9 11 15]
clique:  [  3  9 11 16]
clique:  [  3  9 11 17]
clique:  [  3  9 11 18]
clique:  [  3  9 11 19]
clique:  [  3  9 12 15]
clique:  [  3  9 12 16]
clique:  [  3  9 12 17]
clique:  [  3  9 12 18]
clique:  [  3  9 12 19]
clique:  [  3  9 13 15]
clique:  [  3  9 13 16]
clique:  [  3  9 13 17]
clique:  [  3  9 13 18]
clique:  [  3  9 13 19]
clique:  [  3  9 14 15]
clique:  [  3  9 14 16]
clique:  [  3  9 14 17]
clique:  [  3  9 14 18]
clique:  [  3  9 14 19]
clique:  [  4  5 10 15]
clique:  [  4  5 10 16]
clique:  [  4  5 10 17]
clique:  [  4  5 10 18]
clique:  [  4  5 10 19]
clique:  [  4  5 11 15]
clique:  [  4  5 11 16]
clique:  [  4  5 11 17]
clique:  [  4  5 11 18]
clique:  [  4  5 11 19]
clique:  [  4  5 12 15]
clique:  [  4  5 12 16]
clique:  [  4  5 12 17]
clique:  [  4  5 12 18]
clique:  [  4  5 12 19]
clique:  [  4  5 13 15]
clique:  [  4  5 13 16]
clique:  [  4  5 13 17]
clique:  [  4  5 13 18]
clique:  [  4  5 13 19]
clique:  [  4  5 14 15]
clique:  [  4  5 14 16]
clique:  [  4  5 14 17]
clique:  [  4  5 14 18]
clique:  [  4  5 14 19]
clique:  [  4  6 10 15]
clique:  [  4  6 10 16]
clique:  [  4  6 10 17]
clique:  [  4  6 10 18]
clique:  [  4  6 10 19]
clique:  [  4  6 11 15]
clique:  [  4  6 11 16]
clique:  [  4  6 11 17]
clique:  [  4  6 11 18]
clique:  [  4  6 11 19]
clique:  [  4  6 12 15]
clique:  [  4  6 12 16]
clique:  [  4  6 12 17]
clique:  [  4  6 12 18]
clique:  [  4  6 12 19]
clique:  [  4  6 13 15]
clique:  [  4  6 13 16]
clique:  [  4  6 13 17]
clique:  [  4  6 13 18]
clique:  [  4  6 13 19]
clique:  [  4  6 14 15]
clique:  [  4  6 14 16]
clique:  [  4  6 14 17]
clique:  [  4  6 14 18]
clique:  [  4  6 14 19]
clique:  [  4  7 10 15]
clique:  [  4  7 10 16]
clique:  [  4  7 10 17]
clique:  [  4  7 10 18]
clique:  [  4  7 10 19]
clique:  [  4  7 11 15]
clique:  [  4  7 11 16]
clique:  [  4  7 11 17]
clique:  [  4  7 11 18]
clique:  [  4  7 11 19]
clique:  [  4  7 12 15]
clique:  [  4  7 12 16]
clique:  [  4  7 12 17]
clique:  [  4  7 12 18]
clique:  [  4  7 12 19]
clique:  [  4  7 13 15]
clique:  [  4  7 13 16]
clique:  [  4  7 13 17]
clique:  [  4  7 13 18]
clique:  [  4  7 13 19]
clique:  [  4  7 14 15]
clique:  [  4  7 14 16]
clique:  [  4  7 14 17]
clique:  [  4  7 14 18]
clique:  [  4  7 14 19]
clique:  [  4  8 10 15]
clique:  [  4  8 10 16]
clique:  [  4  8 10 17]
clique:  [  4  8 10 18]
clique:  [  4  8 10 19]
clique:  [  4  8 11 15]
clique:  [  4  8 11 16]
clique:  [  4  8 11 17]
clique:  [  4  8 11 18]
clique:  [  4  8 11 19]
clique:  [  4  8 12 15]
clique:  [  4  8 12 16]
clique:  [  4  8 12 17]
clique:  [  4  8 12 18]
clique:  [  4  8 12 19]
clique:  [  4  8 13 15]
clique:  [  4  8 13 16]
clique:  [  4  8 13 17]
clique:  [  4  8 13 18]
clique:  [  4  8 13 19]
clique:  [  4  8 14 15]
clique:  [  4  8 14 16]
clique:  [  4  8 14 17]
clique:  [  4  8 14 18]
clique:  [  4  8 14 19]
clique:  [  4  9 10 15]
clique:  [  4  9 10 16]
clique:  [  4  9 10 17]
clique:  [  4  9 10 18]
clique:  [  4  9 10 19]
clique:  [  4  9 11 15]
clique:  [  4  9 11 16]
clique:  [  4  9 11 17]
clique:  [  4  9 11 18]
clique:  [  4  9 11 19]
clique:  [  4  9 12 15]
clique:  [  4  9 12 16]
clique:  [  4  9 12 17]
clique:  [  4  9 12 18]
clique:  [  4  9 12 19]
clique:  [  4  9 13 15]
clique:  [  4  9 13 16]
clique:  [  4  9 13 17]
clique:  [  4  9 13 18]
clique:  [  4  9 13 19]
clique:  [  4  9 14 15]
clique:  [  4  9 14 16]
clique:  [  4  9 14 17]
clique:  [  4  9 14 18]
clique:  [  4  9 14 19]
  clique number = 4
